Normalized	Original	Bamfile	Location	Source	Subplate	Size (GB)	Type
MEB-1436-II-3-8	MEB-1436-II-3-8_tube_2	MEB-1436-II-3-8_tube_2.bam	/projects/gleeson-storage/escott/PlateI/hg19aligned/MEB-1436-II-3-8_tube_2.bam	PlateI	PlateI	23.06	Exome
MEB-1588-5-1	MEB-1588-5-1	MEB-1588-5-1.bam	/projects/gleeson-storage2/escott/aligned/MEB-1588-5-1.bam	PlateIV	PlateIV_0	10.28	Exome
MEB-1791-2-1	MEB-1791-2-1	MEB-1791-2-1.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/MEB-1791-2-1.bam	Plate5	N/A	9.36	Exome
MEB-1791-2-2	MEB-1791-2-2	MEB-1791-2-2.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/MEB-1791-2-2.bam	Plate5	N/A	8.67	Exome
MEB-1791-3-3	MEB-1791-3-3	MEB-1791-3-3.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/MEB-1791-3-3.bam	Plate5	N/A	6.79	Exome
MEB-1821-I-6-1	NDS-1821-I-6-1	NDS-1821-I-6-1.bam	/projects2/Plate6/ftp.broadinstitute.org/BAMS/NDS-1821-I-6-1.bam	PlateVI	PlateVI	8.63	Exome
MEB-1821-I-6-2	NDS-1821-I-6-2	NDS-1821-I-6-2.bam	/projects2/Plate6/ftp.broadinstitute.org/BAMS/NDS-1821-I-6-2.bam	PlateVI	PlateVI	8.51	Exome
MEB-2089-5-2	NDS-2089-5-2	NDS-2089-5-2.bam	/projects2/Plate6/ftp.broadinstitute.org/BAMS/NDS-2089-5-2.bam	PlateVI	PlateVI	8.07	Exome
MED-1483-2-1	MED-1483-2-1	MED-1483-2-1.bam	/projects/gleeson-storage2/escott/aligned/MED-1483-2-1.bam	PlateIV	PlateIV_0	11.7	Exome
MED-1483-2-2	MED-1483-2-2	MED-1483-2-2.bam	/projects/gleeson-storage2/escott/aligned/MED-1483-2-2.bam	PlateIV	PlateIV_1	6.93	Exome
MED-184-I-4-2	MED-184-I-4-2	MED-184-I-4-2.bam	/projects/gleeson-storage/escott/PlateI/hg19aligned/MED-184-I-4-2.bam	PlateI	PlateI	19.53	Exome
MEG-1886-1-1	MEG-1886-1-1	MEG-1886-1-1.bam	/projects/gleeson-storage2/escott/aligned/LR11-124f.bam	PlateIV	PlateIV_0	11.38	Exome
MEG-1886-1-2	MEG-1886-1-2	MEG-1886-1-2.bam	/projects/gleeson-storage2/escott/aligned/LR11-124m.bam	PlateV	N/A	8.78	Exome
MEG-1886-2-1	MEG-1886-2-1	MEG-1886-2-1.bam	/projects/gleeson-storage2/escott/aligned/LR11-124.bam	PlateV	N/A	8.34	Exome
MEG-HYD-1883-1-1	MEG-HYD-1883-1-1	MEG-HYD-1883-1-1.bam	/projects/gleeson-storage2/escott/aligned/LR11-105f.bam	PlateV	N/A	9.62	Exome
MEG-HYD-1883-1-2	MEG-HYD-1883-1-2	MEG-HYD-1883-1-2.bam	/projects/gleeson-storage2/escott/aligned/LR11-105m.bam	PlateIV	PlateIV_3	15.36	Exome
MEG-HYD-1883-2-1	MEG-HYD-1883-2-1	MEG-HYD-1883-2-1.bam	/projects/gleeson-storage2/escott/aligned/LR11-105.bam	PlateIV	PlateIV_3	13.38	Exome
MGS-1462-3-1	MGS-1462-3-1	MGS-1462-3-1.bam	/projects/gleeson-storage2/escott/aligned/MGS-1462-3-1.bam	PlateV	N/A	12.69	Exome
MGS-1462-3-2	MGS-1462-3-2	MGS-1462-3-2.bam	/projects/gleeson-storage2/escott/aligned/MGS-1462-3-2.bam	PlateIV	PlateIV_3	13.91	Exome
MGS-1462-3-3	MGS-1462-3-3	MGS-1462-3-3.bam	/projects/gleeson-storage/escott/PlateI/hg19aligned/MGS-1462-3-3.bam	PlateI	PlateI	22.19	Exome
MIC-1004-4-2	MIC-1004-4-2	MIC-1004-4-2.bam	/projects/gleeson-storage/escott/PlateI/hg19aligned/MIC-1004-4-2.bam	PlateI	PlateI	30.43	Exome
MIC-1019-5-1	MIC-1019-5-1	MIC-1019-5-1.bam	/projects/gleeson-storage2/escott/aligned/MIC-1019-5-1.bam	PlateIV	PlateIV_2	12.91	Exome
MIC-1019-5-2	MIC-1019-5-2	MIC-1019-5-2.bam	/projects/gleeson-storage2/escott/aligned/MIC-1019-5-2.bam	PlateV	N/A	9.71	Exome
MIC-1067-II-3-2	MIC-1067-II-3-2	MIC-1067-II-3-2.bam	/projects/gleeson-storage2/escott/aligned/MIC-1067-II-3-2.bam	PlateIV	PlateIV_0	10.25	Exome
MIC-1067-II-3-4	MIC-1067-II-3-4	MIC-1067-II-3-4.bam	/projects/gleeson-storage2/escott/aligned/MIC-1067-II-3-4.bam	PlateV	N/A	8.94	Exome
MIC-1068-4-1	MIC-1068-4-1	MIC-1068-4-1.bam	/projects/gleeson-storage2/escott/aligned/MIC-1068-4-1.bam	PlateIV	PlateIV_2	12.75	Exome
MIC-1068-4-2	MIC-1068-4-2	MIC-1068-4-2.bam	/projects/gleeson-storage2/escott/aligned/MIC-1068-4-2.bam	PlateIV	PlateIV_1	7.22	Exome
MIC-1078-3-1	MIC-1078-3-1	MIC-1078-3-1.bam	/projects/gleeson-storage2/escott/aligned/MIC-1078-3-1.bam	PlateIV	PlateIV_1	7.17	Exome
MIC-1078-3-2	MIC-1078-3-2	MIC-1078-3-2.bam	/projects/gleeson-storage2/escott/aligned/MIC-1078-3-2.bam	PlateV	N/A	10.86	Exome
MIC-1079-3-2	MIC-1079-3-2	MIC-1079-3-2.bam	/projects/gleeson-storage/escott/PlateII/bamfiles/MIC-1079-3-2.bam	PlateII	PlateII	13.43	Exome
MIC-1081-2-1	MIC-1081-2-1	MIC-1081-2-1.bam	/projects/gleeson-storage2/escott/aligned/MIC-1081-2-1.bam	PlateIV	PlateIV_0	12.1	Exome
MIC-1081-2-2	MIC-1081-2-2	MIC-1081-2-2.bam	/projects/gleeson-storage2/escott/aligned/MIC-1081-2-2.bam	PlateV	N/A	10.7	Exome
MIC-1081-3-1	MIC-1081-3-1	MIC-1081-3-1.bam	/projects/gleeson-storage2/escott/aligned/MIC-1081-3-1.bam	PlateV	N/A	10.71	Exome
MIC-1082-2-1	MIC-1082-2-1	MIC-1082-2-1.bam	/projects/gleeson-storage2/escott/aligned/MIC-1082-2-1.bam	PlateIV	PlateIV_2	14.2	Exome
MIC-1082-2-2	MIC-1082-2-2	MIC-1082-2-2.bam	/projects/gleeson-storage2/escott/aligned/MIC-1082-2-2.bam	PlateIV	PlateIV_3	13.51	Exome
MIC-1082-3-1	MIC-1082-3-1	MIC-1082-3-1.bam	/projects/gleeson-storage2/escott/aligned/MIC-1082-3-1.bam	PlateV	N/A	12.32	Exome
MIC-1083-2-1	MIC-1083-2-1	MIC-1083-2-1.bam	/projects/gleeson-storage2/escott/aligned/MIC-1083-2-1.bam	PlateV	N/A	9.82	Exome
MIC-1083-2-2	MIC-1083-2-2	MIC-1083-2-2.bam	/projects/gleeson-storage2/escott/aligned/MIC-1083-2-2.bam	PlateV	N/A	10.51	Exome
MIC-1083-3-1	MIC-1083-3-1	MIC-1083-3-1.bam	/projects/gleeson-storage2/escott/aligned/MIC-1083-3-1.bam	PlateV	N/A	10.25	Exome
MIC-1084-2-1	MIC-1084-2-1	MIC-1084-2-1.bam	/projects/gleeson-storage2/escott/aligned/MIC-1084-2-1.bam	PlateV	N/A	10.84	Exome
MIC-1084-2-2	MIC-1084-2-2	MIC-1084-2-2.bam	/projects/gleeson-storage2/escott/aligned/MIC-1084-2-2.bam	PlateIV	PlateIV_2	15.69	Exome
MIC-1084-3-1	MIC-1084-3-1	MIC-1084-3-1.bam	/projects/gleeson-storage2/escott/aligned/MIC-1084-3-1.bam	PlateV	N/A	8.52	Exome
MIC-1085-4-1	MIC-1085-4-1	MIC-1085-4-1.bam	/projects/gleeson-storage2/escott/aligned/MIC-1085-4-1.bam	PlateV	N/A	10.17	Exome
MIC-1085-4-2	MIC-1085-4-2	MIC-1085-4-2.bam	/projects/gleeson-storage2/escott/aligned/MIC-1085-4-2.bam	PlateIV	PlateIV_2	12.07	Exome
MIC-1102-1-1	MIC-1102-1-1	MIC-1102-1-1.bam	/projects/gleeson-storage2/escott/aligned/MIC-1102-1-1.bam	PlateIV	PlateIV_2	10.62	Exome
MIC-1102-1-2	MIC-1102-1-2	MIC-1102-1-2.bam	/projects/gleeson-storage2/escott/aligned/MIC-1102-1-2.bam	PlateV	N/A	8.74	Exome
MIC-1102-2-1	MIC-1102-2-1	MIC-1102-2-1.bam	/projects/gleeson-storage2/escott/aligned/MIC-1102-2-1.bam	PlateIV	PlateIV_2	11.86	Exome
MIC-1107-1-1	MIC-1107-1-1	MIC-1107-1-1.bam	/projects/gleeson-storage2/escott/aligned/MIC-1107-1-1.bam	PlateIV	PlateIV_2	11.17	Exome
MIC-1107-1-2	MIC-1107-1-2	MIC-1107-1-2.bam	/projects/gleeson-storage2/escott/aligned/MIC-1107-1-2.bam	PlateV	N/A	12.14	Exome
MIC-1107-2-1	MIC-1107-2-1	MIC-1107-2-1.bam	/projects/gleeson-storage2/escott/aligned/MIC-1107-2-1.bam	PlateV	N/A	8.72	Exome
MIC-1108-1-1	MIC-1108-1-1	MIC-1108-1-1.bam	/projects/gleeson-storage2/escott/aligned/MIC-1108-1-1.bam	PlateV	N/A	9.76	Exome
MIC-1108-2-1	MIC-1108-2-1	MIC-1108-2-1.bam	/projects/gleeson-storage2/escott/aligned/MIC-1108-2-1.bam	PlateV	N/A	11.24	Exome
MIC-1111-1-2	MIC-1111-1-2	MIC-1111-1-2.bam	/projects/gleeson-storage2/escott/aligned/MIC-1111-1-2.bam	PlateIV	PlateIV_0	12.53	Exome
MIC-1111-2-1	MIC-1111-2-1	MIC-1111-2-1.bam	/projects/gleeson-storage2/escott/aligned/MIC-1111-2-1.bam	PlateV	N/A	9.61	Exome
MIC-1112-1-1	MIC-1112-1-1	MIC-1112-1-1.bam	/projects/gleeson-storage2/escott/aligned/MIC-1112-1-1.bam	PlateV	N/A	9.94	Exome
MIC-1112-1-2	MIC-1112-1-2	MIC-1112-1-2.bam	/projects/gleeson-storage2/escott/aligned/MIC-1112-1-2.bam	PlateV	N/A	8.98	Exome
MIC-1112-2-1	MIC-1112-2-1	MIC-1112-2-1.bam	/projects/gleeson-storage2/escott/aligned/MIC-1112-2-1.bam	PlateV	N/A	8.93	Exome
MIC-1113-1-2	MIC-1113-1-2	MIC-1113-1-2.bam	/projects/gleeson-storage2/escott/aligned/MIC-1113-1-2.bam	PlateV	N/A	9.22	Exome
MIC-1113-2-1	MIC-1113-2-1	MIC-1113-2-1.bam	/projects/gleeson-storage2/escott/aligned/MIC-1113-2-1.bam	PlateV	N/A	10.21	Exome
MIC-1150-1-1	MIC-1150-1-1	MIC-1150-1-1.bam	/projects/gleeson-storage2/escott/aligned/MIC-1150-1-1.bam	PlateV	N/A	8.02	Exome
MIC-1150-1-2	MIC-1150-1-2	MIC-1150-1-2.bam	/projects/gleeson-storage2/escott/aligned/MIC-1150-1-2.bam	PlateV	N/A	9.43	Exome
MIC-1150-2-1	MIC-1150-2-1	MIC-1150-2-1.bam	/projects/gleeson-storage2/escott/aligned/MIC-1150-2-1.bam	PlateV	N/A	10.37	Exome
MIC-1183-I-5-1	MIC-1183-I-5-1	MIC-1183-I-5-1.bam	/projects/gleeson-storage2/escott/aligned/MIC-1183-I-5-1.bam	PlateIV	PlateIV_3	14.09	Exome
MIC-1183-III-4-5	MIC-1183-III-4-5	MIC-1183-III-4-5.bam	/projects/gleeson-storage/escott/cidr1/aligned/C019AACXX_5_CAGATC.ided.sort.dedup.indaln.mate.recal.bam	CIDR	N/A	11.89	Exome
MIC-1197-4-1	MIC-1197-4-1	MIC-1197-4-1.bam	/projects/gleeson-storage2/escott/aligned/MIC-1197-4-1.bam	PlateIV	PlateIV_1	7.58	Exome
MIC-1197-4-2	MIC-1197-4-2	MIC-1197-4-2.bam	/projects/gleeson-storage2/escott/aligned/MIC-1197-4-2.bam	PlateV	N/A	10.92	Exome
MIC-1216-3-1	MIC-1216-3-1	MIC-1216-3-1.bam	/projects/gleeson-storage2/escott/aligned/MIC-1216-3-1.bam	PlateV	N/A	8.62	Exome
MIC-1218-4-1	MIC-1218-4-1	MIC-1218-4-1.bam	/projects/gleeson-storage2/escott/aligned/MIC-1218-4-1.bam	PlateV	N/A	13.21	Exome
MIC-1218-4-2	MIC-1218-4-2	MIC-1218-4-2.bam	/projects/gleeson-storage2/escott/aligned/MIC-1218-4-2.bam	PlateV	N/A	12.38	Exome
MIC-1250-3-1	MIC-1250-3-1	MIC-1250-3-1.bam	/projects/gleeson-storage/escott/PlateII/bamfiles/MIC-1250-3-1.bam	PlateII	PlateII	14.65	Exome
MIC-1250-3-2	MIC-1250-3-2_wex1	MIC-1250-3-2_wex1.bam	/projects/gleeson-storage/escott/PlateIII/bamfiles/MIC-1250-3-2_wex1.bam	PlateIII	PlateIII	13.88	Exome
MIC-1251-4-1	MIC-1251-4-1	MIC-1251-4-1.bam	/projects/gleeson-storage/escott/From_Frazer/bamset2/1251.4.1_CGATGT_L001.sorted.realigned.ided.recal.bam	Plate_frazer2	N/A	11.59	Exome
MIC-1251-4-2	MIC-1251-4-2	MIC-1251-4-2.bam	/projects/gleeson-storage/escott/From_Frazer/bamset2/1251.4.2_ACAGTG_L001.sorted.realigned.ided.recal.bam	Plate_frazer2	N/A	11.81	Exome
MIC-1252-3-1	MIC-1252-3-1_wex1	MIC-1252-3-1_wex1.bam	/projects/gleeson-storage/escott/PlateIII/bamfiles/MIC-1252-3-1_wex1.bam	PlateIII	PlateIII	11.85	Exome
MIC-1252-3-2	MIC-1252-3-2	MIC-1252-3-2.bam	/projects/gleeson-storage/escott/PlateII/bamfiles/MIC-1252-3-2.bam	PlateII	PlateII	15.59	Exome
MIC-1252-3-3	MIC-1252-3-3_wex1	MIC-1252-3-3_wex1.bam	/projects/gleeson-storage/escott/PlateIII/bamfiles/MIC-1252-3-3_wex1.bam	PlateIII	PlateIII	13.12	Exome
MIC-1262-3-3	MIC-1262-3-3	MIC-1262-3-3.bam	/projects/gleeson-storage/escott/PlateII/bamfiles/MIC-1262-3-3.bam	PlateII	PlateII	15.87	Exome
MIC-1265-6-1	MIC-1265-6-1	MIC-1265-6-1.bam	/projects/gleeson-storage/escott/PlateII/bamfiles/MIC-1265-6-1.bam	PlateII	PlateII	14.13	Exome
MIC-1269-4-1	MIC-1269-4-1	MIC-1269-4-1.bam	/projects/gleeson-storage/escott/PlateII/bamfiles/MIC-1269-4-1.bam	PlateII	PlateII	15.52	Exome
MIC-1269-4-2	MIC-1269-4-2_wex1	MIC-1269-4-2_wex1.bam	/projects/gleeson-storage/escott/PlateIII/bamfiles/MIC-1269-4-2_wex1.bam	PlateIII	PlateIII	10.17	Exome
MIC-1273-II-2-1	MIC-1273-II-2-1	MIC-1273-II-2-1.bam	/projects/gleeson-storage2/escott/aligned/MIC-1273-II-2-1.bam	PlateIV	PlateIV_2	13.32	Exome
MIC-1279-4-1	MIC-1279-4-1	MIC-1279-4-1.bam	/projects/gleeson-storage/escott/PlateII/bamfiles/MIC-1279-4-1.bam	PlateII	PlateII	5.3	Exome
MIC-1279-4-2	MIC-1279-4-2_wex1	MIC-1279-4-2_wex1.bam	/projects/gleeson-storage/escott/PlateIII/bamfiles/MIC-1279-4-2_wex1.bam	PlateIII	PlateIII	12.65	Exome
MIC-1300-3-10	MIC-1300-3-10	MIC-1300-3-10.bam	/projects/gleeson-storage/escott/PlateIII/bamfiles/MIC-1300-3-10.bam	PlateIII	PlateIII	28.16	Exome
MIC-1300-3-6	MIC-1300-3-6	MIC-1300-3-6.bam	/projects/gleeson-storage2/escott/aligned/MIC-1300-3-6.bam	PlateV	N/A	12.48	Exome
MIC-1320-5-2	NDS-1320-5-2	NDS-1320-5-2.bam	/projects2/Plate7/ftp.broadinstitute.org/plate6/NDS-1320-5-2.bam	Plate7		4.83	Exome
MIC-1321-2-2	MIC-1321-2-2	MIC-1321-2-2.bam	/projects/gleeson-storage2/escott/aligned/MIC-1321-2-2.bam	PlateIV	PlateIV_0	11.4	Exome
MIC-1321-2-3	MIC-1321-2-3	MIC-1321-2-3.bam	/projects/gleeson-storage2/escott/aligned/MIC-1321-2-3.bam	PlateV	N/A	12.21	Exome
MIC-1322-3-1	MIC-1322-3-1	MIC-1322-3-1.bam	/projects/gleeson-storage2/escott/aligned/MIC-1322-3-1.bam	PlateIV	PlateIV_0	9.38	Exome
MIC-1322-3-2	MIC-1322-3-2	MIC-1322-3-2.bam	/projects/gleeson-storage2/escott/aligned/MIC-1322-3-2.bam	PlateIV	PlateIV_2	13.69	Exome
MIC-1375-2-1	MIC-1375-2-1	MIC-1375-2-1.bam	/projects/gleeson-storage2/escott/aligned/MIC-1375-2-1.bam	PlateIV	PlateIV_2	10.16	Exome
MIC-1375-2-2	MIC-1375-2-2	MIC-1375-2-2.bam	/projects/gleeson-storage2/escott/aligned/MIC-1375-2-2.bam	PlateV	N/A	12.21	Exome
MIC-1385-3-1	MIC-1385-3-1	MIC-1385-3-1.bam	/projects/gleeson-storage/escott/PlateIII/bamfiles/MIC-1385-3-1.bam	PlateIII	PlateIII	26.14	Exome
MIC-1415-4-3	MIC-1415-4-3	MIC-1415-4-3.bam	/projects/gleeson-storage2/escott/aligned/MIC-1415-4-3.bam	PlateIV	PlateIV_1	8.78	Exome
MIC-1415-4-4	MIC-1415-4-4	MIC-1415-4-4.bam	/projects/gleeson-storage/escott/PlateII/bamfiles/MIC-1415-4-4.bam	PlateII	PlateII	14.18	Exome
MIC-1426-3-1	MIC-1426-3-1	MIC-1426-3-1.bam	/projects/gleeson-storage/escott/PlateII/bamfiles/MIC-1426-3-1.bam	PlateII	PlateII	14.35	Exome
MIC-1426-II-3-15	MIC-1426-II-3-15_wex1	MIC-1426-II-3-15_wex1.bam	/projects/gleeson-storage/escott/PlateIII/bamfiles/MIC-1426-II-3-15_wex1.bam	PlateIII	PlateIII	13.64	Exome
MIC-1430-I-3-1	MIC-1430-I-3-1_wex1	MIC-1430-I-3-1_wex1.bam	/projects/gleeson-storage/escott/PlateIII/bamfiles/MIC-1430-I-3-1_wex1.bam	PlateIII	PlateIII	11.9	Exome
MIC-1430-I-3-2	MIC-1430-I-3-2_wex1	MIC-1430-I-3-2_wex1.bam	/projects/gleeson-storage/escott/PlateIII/bamfiles/MIC-1430-I-3-2_wex1.bam	PlateIII	PlateIII	12.32	Exome
MIC-1430-I-4-1	MIC-1430-I-4-1_wex1	MIC-1430-I-4-1_wex1.bam	/projects/gleeson-storage/escott/PlateIII/bamfiles/MIC-1430-I-4-1_wex1.bam	PlateIII	PlateIII	10.82	Exome
MIC-1430-I-4-4	MIC-1430-I-4-4	MIC-1430-I-4-4.bam	/projects/gleeson-storage/escott/PlateII/bamfiles/MIC-1430-I-4-4.bam	PlateII	PlateII	16.48	Exome
MIC-1435-3-6	MIC-1435-3-6_wex1	MIC-1435-3-6_wex1.bam	/projects/gleeson-storage/escott/PlateIII/bamfiles/MIC-1435-3-6_wex1.bam	PlateIII	PlateIII	12.1	Exome
MIC-1435-3-8	MIC-1435-3-8	MIC-1435-3-8.bam	/projects/gleeson-storage/escott/PlateII/bamfiles/MIC-1435-3-8.bam	PlateII	PlateII	16.41	Exome
MIC-1451-2-2	MIC-1451-2-2	MIC-1451-2-2.bam	/projects/gleeson-storage2/escott/aligned/MIC-1451-2-2.bam	PlateIV	PlateIV_3	15.48	Exome
MIC-1451-3-1	MIC-1451-3-1	MIC-1451-3-1.bam	/projects/gleeson-storage2/escott/aligned/MIC-1451-3-1.bam	PlateIV	PlateIV_1	7.15	Exome
MIC-1456-II-3-2	MIC-1456-II-3-2_wex1	MIC-1456-II-3-2_wex1.bam	/projects/gleeson-storage/escott/PlateIII/bamfiles/MIC-1456-II-3-2_wex1.bam	PlateIII	PlateIII	11.36	Exome
MIC-1456-II-3-4	MIC-1456-II-3-4	MIC-1456-II-3-4.bam	/projects/gleeson-storage/escott/PlateII/bamfiles/MIC-1456-II-3-4.bam	PlateII	PlateII	14.09	Exome
MIC-1458-3-1	MIC-1458-3-1	MIC-1458-3-1.bam	/projects/gleeson-storage/escott/PlateI/hg19aligned/MIC-1458-3-1.bam	PlateI	PlateI	21.17	Exome
MIC-1458-3-2	MIC-1458-3-2_wex1	MIC-1458-3-2_wex1.bam	/projects/gleeson-storage/escott/PlateIII/bamfiles/MIC-1458-3-2_wex1.bam	PlateIII	PlateIII	11.62	Exome
MIC-1487-2-1	MIC-1487-2-1	MIC-1487-2-1.bam	/projects/gleeson-storage2/escott/aligned/MIC-1487-2-1.bam	PlateV	N/A	8.35	Exome
MIC-1487-3-1	MIC-1487-3-1	MIC-1487-3-1.bam	/projects/gleeson-storage2/escott/aligned/MIC-1487-3-1.bam	PlateV	N/A	12.32	Exome
MIC-1495-II-3-1	MIC-1495-II-3-1	MIC-1495-II-3-1.bam	/projects/gleeson-storage2/escott/aligned/MIC-1495-II-3-1.bam	PlateIV	PlateIV_1	6.69	Exome
MIC-1495-IV-3-1	MIC-1495-IV-3-1	MIC-1495-IV-3-1.bam	/projects/gleeson-storage2/escott/aligned/MIC-1495-IV-3-1.bam	PlateIV	PlateIV_3	15.61	Exome
MIC-1496-III-4-1	MIC-1496-III-4-1	MIC-1496-III-4-1.bam	/projects/gleeson-storage/escott/PlateII/bamfiles/MIC-1496-III-4-1.bam	PlateII	PlateII	16.61	Exome
MIC-1499-II-5-1	MIC-1499-II-5-1	MIC-1499-II-5-1.bam	/projects/gleeson-storage2/escott/aligned/MIC-1499-II-5-1.bam	PlateV	N/A	9.26	Exome
MIC-1499-II-5-2	MIC-1499-II-5-2	MIC-1499-II-5-2.bam	/projects/gleeson-storage/escott/PlateII/bamfiles/MIC-1499-II-5-2.bam	PlateII	PlateII	15.73	Exome
MIC-1511-3-1	MIC-1511-3-1	MIC-1511-3-1.bam	/projects/gleeson-storage/escott/PlateII/bamfiles/MIC-1511-3-1.bam	PlateII	PlateII	15.55	Exome
MIC-1511-3-3	MIC-1511-3-3_wex1	MIC-1511-3-3_wex1.bam	/projects/gleeson-storage/escott/PlateIII/bamfiles/MIC-1511-3-3_wex1.bam	PlateIII	PlateIII	11.86	Exome
MIC-1515-2-4	MIC-1515-2-4	MIC-1515-2-4.bam	/projects/gleeson-storage2/escott/aligned/MIC-1515-2-4.bam	PlateIV	PlateIV_2	13.5	Exome
MIC-1537-2-1	MIC-1537-2-1	MIC-1537-2-1.bam	/projects/gleeson-storage2/escott/aligned/MIC-1537-2-1.bam	PlateIV	PlateIV_0	9.97	Exome
MIC-1537-2-2	MIC-1537-2-2	MIC-1537-2-2.bam	/projects/gleeson-storage2/escott/aligned/MIC-1537-2-2.bam	PlateIV	PlateIV_0	10.67	Exome
MIC-1537-3-2	MIC-1537-3-2	MIC-1537-3-2.bam	/projects/gleeson-storage2/escott/aligned/MIC-1537-3-2.bam	PlateV	N/A	10.76	Exome
MIC-1570-3-2	MIC-1570-3-2	MIC-1570-3-2.bam	/projects/gleeson-storage2/escott/aligned/MIC-1570-3-2.bam	PlateIV	PlateIV_2	13.92	Exome
MIC-1570-4-2	MIC-1570-4-2	MIC-1570-4-2.bam	/projects/gleeson-storage2/escott/aligned/MIC-1570-4-2.bam	PlateIV	PlateIV_0	11.42	Exome
MIC-1599-4-1	MIC-1599-4-1	MIC-1599-4-1.bam	/projects/gleeson-storage2/escott/aligned/MIC-1599-4-1.bam	PlateV	N/A	13.39	Exome
MIC-1617-3-2	MIC-1617-3-2	MIC-1617-3-2.bam	/projects/gleeson-storage2/escott/aligned/MIC-1617-3-2.bam	PlateV	N/A	10.85	Exome
MIC-1623-5-1	MIC-1623-5-1	MIC-1623-5-1.bam	/projects/gleeson-storage2/escott/aligned/MIC-1623-SS.bam	PlateV	N/A	9.56	Exome
MIC-1623-5-3	MIC-1623-5-3	MIC-1623-5-3.bam	/projects/gleeson-storage2/escott/aligned/MIC-1623-FS.bam	PlateIV	PlateIV_3	14.63	Exome
MIC-1624-3-1	MIC-1624-HMM	MIC-1624-HMM.bam	/projects/gleeson-storage2/escott/aligned/MIC-1624-HMM.bam	PlateV	N/A	10.42	Exome
MIC-1624-3-3	MIC-1624-AMM	MIC-1624-AMM.bam	/projects/gleeson-storage2/escott/aligned/MIC-1624-AMM.bam	PlateV	N/A	8.67	Exome
MIC-1630-3-1	MIC-1630-3-1	MIC-1630-3-1.bam	/projects/gleeson-storage2/escott/aligned/MIC-1630-3-1.bam	PlateIV	PlateIV_3	12.57	Exome
MIC-1634-3-2	MIC-1634-3-2	MIC-1634-3-2.bam	/projects/gleeson-storage2/escott/aligned/MIC-1634-3-2.bam	PlateIV	PlateIV_1	6.75	Exome
MIC-1634-3-4	MIC-1634-3-4	MIC-1634-3-4.bam	/projects/gleeson-storage2/escott/aligned/MIC-1634-3-4.bam	PlateIV	PlateIV_0	9.72	Exome
MIC-1642-4-1	MIC-1642-4-1	MIC-1642-4-1.bam	/projects/gleeson-storage2/escott/aligned/MIC-1642-4-1.bam	PlateIV	PlateIV_3	14.95	Exome
MIC-1642-4-2	MIC-1642-4-2	MIC-1642-4-2.bam	/projects/gleeson-storage2/escott/aligned/MIC-1642-4-2.bam	PlateIV	PlateIV_1	8.01	Exome
MIC-1642-5-1	MIC-1642-5-1	MIC-1642-5-1.bam	/projects/gleeson-storage2/escott/aligned/MIC-1642-5-1.bam	PlateV	N/A	10.73	Exome
MIC-1646-2-1	MIC-1646-2-1	MIC-1646-2-1.bam	/projects/gleeson-storage2/escott/aligned/MIC-1646-2-1.bam	PlateV	N/A	9.2	Exome
MIC-1652-3-5	NDS-1652-3-5	NDS-1652-3-5.bam	/projects2/Plate6/ftp.broadinstitute.org/BAMS/NDS-1652-3-5.bam	PlateVI	PlateVI	6.91	Exome
MIC-1652-3-6	NDS-1652-3-6	NDS-1652-3-6.bam	/projects2/Plate6/ftp.broadinstitute.org/BAMS/NDS-1652-3-6.bam	PlateVI	PlateVI	5.88	Exome
MIC-1685-3-1	MIC-1685-3-1	MIC-1685-3-1.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/MIC-1685-3-1.bam	Plate5	N/A	8.91	Exome
MIC-1685-3-2	MIC-1685-3-2	MIC-1685-3-2.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/MIC-1685-3-2.bam	Plate5	N/A	11.17	Exome
MIC-1685-4-1	MIC-1685-4-1	MIC-1685-4-1.bam	/projects/gleeson-storage/escott/PlateV/bamfiles_b/NDS-1685-4-1.bam	Plate5	N/A	12.5	Exome
MIC-1707-III-4-2	NDS-1707-III-4-2	NDS-1707-III-4-2.bam	/projects/gleeson-storage/escott/PlateV/bamfiles_b/NDS-1707-III-4-2.bam	Plate5	N/A	10.13	Exome
MIC-1707-III-4-2	MIC-1707-III-4-2	MIC-1707-III-4-2.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/MIC-1707-III-4-2.bam	Plate5	N/A	10.13	Duplicate
MIC-1707-III-4-4	MIC-1707-III-4-4	MIC-1707-III-4-4.bam	/projects/gleeson-storage/gleeson/plate5/get.broadinstitute.org/pkgs/RT321240_Gleeson/NDS/MIC-1707-III-4-4.bam	Plate5	N/A	10.05	Exome
